pm25,pm10,co,no2,so2,aqi_reference,datetime,city,latitude,longitude
146.7,212.3,2.849,87.2,99.1,185,2024-01-01 00:00:00,Delhi,28.6139,77.209
130.4,188.6,2.523,76.9,74.0,184,2024-01-01 01:00:00,Delhi,28.6139,77.209
117.8,170.4,2.215,67.0,53.6,183,2024-01-01 02:00:00,Delhi,28.6139,77.209
107.8,156.0,1.932,56.9,42.1,182,2024-01-01 03:00:00,Delhi,28.6139,77.209
100.1,144.8,1.666,47.3,35.3,181,2024-01-01 04:00:00,Delhi,28.6139,77.209
88.9,128.1,1.315,35.6,28.1,180,2024-01-01 05:00:00,Delhi,28.6139,77.209
87.8,126.2,1.393,36.3,31.0,180,2024-01-01 06:00:00,Delhi,28.6139,77.209
91.5,131.8,1.497,37.1,35.0,179,2024-01-01 07:00:00,Delhi,28.6139,77.209
93.1,134.1,1.548,37.3,37.8,178,2024-01-01 08:00:00,Delhi,28.6139,77.209
95.2,136.9,1.514,36.7,37.4,178,2024-01-01 09:00:00,Delhi,28.6139,77.209
91.7,131.8,1.427,35.5,35.8,177,2024-01-01 10:00:00,Delhi,28.6139,77.209
87.3,125.7,1.304,33.2,37.2,177,2024-01-01 11:00:00,Delhi,28.6139,77.209
75.7,109.9,1.104,27.6,45.4,176,2024-01-01 12:00:00,Delhi,28.6139,77.209
62.9,92.0,0.867,21.0,56.5,176,2024-01-01 13:00:00,Delhi,28.6139,77.209
57.5,85.0,0.73,19.7,63.8,176,2024-01-01 14:00:00,Delhi,28.6139,77.209
56.6,83.8,0.742,27.5,62.2,176,2024-01-01 15:00:00,Delhi,28.6139,77.209
57.4,85.0,0.854,40.6,56.7,176,2024-01-01 16:00:00,Delhi,28.6139,77.209
91.5,136.0,0.97,50.8,49.9,175,2024-01-01 17:00:00,Delhi,28.6139,77.209
104.3,153.7,1.223,58.1,57.6,176,2024-01-01 18:00:00,Delhi,28.6139,77.209
116.2,170.4,1.58,68.2,68.5,175,2024-01-01 19:00:00,Delhi,28.6139,77.209
129.9,189.5,1.9,76.1,77.9,175,2024-01-01 20:00:00,Delhi,28.6139,77.209
142.5,207.7,2.176,80.8,86.4,175,2024-01-01 21:00:00,Delhi,28.6139,77.209
153.2,222.6,2.415,83.3,93.5,175,2024-01-01 22:00:00,Delhi,28.6139,77.209
154.1,223.1,2.503,81.9,93.4,174,2024-01-01 23:00:00,Delhi,28.6139,77.209
141.6,204.9,2.339,74.3,80.6,174,2024-01-02 00:00:00,Delhi,28.6139,77.209
127.6,184.4,2.024,62.9,60.7,174,2024-01-02 01:00:00,Delhi,28.6139,77.209
114.8,165.8,1.747,52.4,44.5,174,2024-01-02 02:00:00,Delhi,28.6139,77.209
105.0,151.3,1.559,44.1,36.1,174,2024-01-02 03:00:00,Delhi,28.6139,77.209
97.6,140.6,1.41,36.9,31.3,174,2024-01-02 04:00:00,Delhi,28.6139,77.209
90.6,129.9,1.246,28.2,25.1,174,2024-01-02 05:00:00,Delhi,28.6139,77.209
79.4,114.6,1.2,26.3,26.4,174,2024-01-02 06:00:00,Delhi,28.6139,77.209
81.3,116.9,1.135,23.8,28.4,174,2024-01-02 07:00:00,Delhi,28.6139,77.209
77.8,112.5,1.077,21.9,31.1,174,2024-01-02 08:00:00,Delhi,28.6139,77.209
77.5,112.0,1.035,21.4,35.0,173,2024-01-02 09:00:00,Delhi,28.6139,77.209
75.7,110.1,0.999,21.5,39.6,173,2024-01-02 10:00:00,Delhi,28.6139,77.209
74.5,108.7,0.967,21.6,43.9,172,2024-01-02 11:00:00,Delhi,28.6139,77.209
74.0,108.3,0.924,20.0,47.8,172,2024-01-02 12:00:00,Delhi,28.6139,77.209
72.4,106.2,0.885,18.4,51.4,172,2024-01-02 13:00:00,Delhi,28.6139,77.209
71.2,105.0,0.896,20.9,53.8,172,2024-01-02 14:00:00,Delhi,28.6139,77.209
71.5,105.2,0.957,30.2,53.1,173,2024-01-02 15:00:00,Delhi,28.6139,77.209
72.4,106.4,1.069,43.5,51.2,173,2024-01-02 16:00:00,Delhi,28.6139,77.209
89.9,131.3,1.275,58.7,54.4,173,2024-01-02 17:00:00,Delhi,28.6139,77.209
120.1,174.2,1.762,73.5,70.2,173,2024-01-02 18:00:00,Delhi,28.6139,77.209
144.8,209.5,2.43,93.7,91.6,174,2024-01-02 19:00:00,Delhi,28.6139,77.209
158.3,229.1,2.899,106.5,104.6,174,2024-01-02 20:00:00,Delhi,28.6139,77.209
163.4,236.6,2.996,105.9,102.4,175,2024-01-02 21:00:00,Delhi,28.6139,77.209
161.6,233.3,2.895,97.8,91.7,175,2024-01-02 22:00:00,Delhi,28.6139,77.209
151.8,218.9,2.74,88.0,79.2,176,2024-01-02 23:00:00,Delhi,28.6139,77.209
140.2,201.2,2.542,76.9,65.1,176,2024-01-03 00:00:00,Delhi,28.6139,77.209
131.8,189.5,2.291,63.9,49.1,175,2024-01-03 01:00:00,Delhi,28.6139,77.209
126.7,181.6,2.098,53.0,37.1,176,2024-01-03 02:00:00,Delhi,28.6139,77.209
124.3,177.9,1.996,45.4,31.8,176,2024-01-03 03:00:00,Delhi,28.6139,77.209
124.8,179.3,1.952,39.9,30.5,176,2024-01-03 04:00:00,Delhi,28.6139,77.209
120.6,172.8,1.737,30.3,23.5,177,2024-01-03 05:00:00,Delhi,28.6139,77.209
119.7,171.4,1.752,31.2,25.7,178,2024-01-03 06:00:00,Delhi,28.6139,77.209
120.6,172.8,1.767,32.5,29.1,178,2024-01-03 07:00:00,Delhi,28.6139,77.209
121.5,174.6,1.747,33.2,33.7,179,2024-01-03 08:00:00,Delhi,28.6139,77.209
119.7,171.8,1.667,33.3,40.1,180,2024-01-03 09:00:00,Delhi,28.6139,77.209
122.5,176.0,1.552,32.8,47.8,181,2024-01-03 10:00:00,Delhi,28.6139,77.209
108.3,156.5,1.432,31.4,54.7,182,2024-01-03 11:00:00,Delhi,28.6139,77.209
89.4,131.8,1.285,26.6,60.5,183,2024-01-03 12:00:00,Delhi,28.6139,77.209
88.7,131.3,1.135,20.7,65.7,183,2024-01-03 13:00:00,Delhi,28.6139,77.209
88.0,131.3,1.081,20.9,69.2,184,2024-01-03 14:00:00,Delhi,28.6139,77.209
88.2,131.8,1.182,31.9,70.3,184,2024-01-03 15:00:00,Delhi,28.6139,77.209
89.6,134.1,1.38,48.9,69.7,184,2024-01-03 16:00:00,Delhi,28.6139,77.209
103.1,153.2,1.437,58.7,55.5,185,2024-01-03 17:00:00,Delhi,28.6139,77.209
124.3,183.5,1.646,65.9,57.9,185,2024-01-03 18:00:00,Delhi,28.6139,77.209
131.8,193.2,1.936,75.7,61.3,185,2024-01-03 19:00:00,Delhi,28.6139,77.209
135.5,197.9,2.166,81.9,63.8,185,2024-01-03 20:00:00,Delhi,28.6139,77.209
138.8,202.1,2.29,81.7,65.8,184,2024-01-03 21:00:00,Delhi,28.6139,77.209
143.0,207.2,2.355,77.9,67.0,184,2024-01-03 22:00:00,Delhi,28.6139,77.209
143.4,207.2,2.358,72.5,64.8,183,2024-01-03 23:00:00,Delhi,28.6139,77.209
136.0,197.0,2.272,65.5,56.3,183,2024-01-04 00:00:00,Delhi,28.6139,77.209
129.0,186.7,2.124,56.9,44.4,183,2024-01-04 01:00:00,Delhi,28.6139,77.209
122.5,177.0,1.992,48.6,34.6,183,2024-01-04 02:00:00,Delhi,28.6139,77.209
116.6,168.1,1.884,40.1,29.0,183,2024-01-04 03:00:00,Delhi,28.6139,77.209
112.0,161.1,1.791,32.0,25.5,183,2024-01-04 04:00:00,Delhi,28.6139,77.209
111.1,159.7,1.79,26.2,27.3,182,2024-01-04 05:00:00,Delhi,28.6139,77.209
113.9,163.4,1.912,29.0,28.8,182,2024-01-04 06:00:00,Delhi,28.6139,77.209
119.7,171.8,2.074,32.6,31.0,182,2024-01-04 07:00:00,Delhi,28.6139,77.209
122.5,176.0,2.148,34.0,32.7,182,2024-01-04 08:00:00,Delhi,28.6139,77.209
121.5,174.6,2.062,31.0,33.0,182,2024-01-04 09:00:00,Delhi,28.6139,77.209
117.8,170.0,1.889,25.7,32.9,182,2024-01-04 10:00:00,Delhi,28.6139,77.209
111.1,160.7,1.714,21.3,34.1,182,2024-01-04 11:00:00,Delhi,28.6139,77.209
101.3,148.5,1.538,17.5,37.9,182,2024-01-04 12:00:00,Delhi,28.6139,77.209
95.5,140.6,1.361,14.7,43.0,182,2024-01-04 13:00:00,Delhi,28.6139,77.209
89.6,132.7,1.268,17.0,47.1,183,2024-01-04 14:00:00,Delhi,28.6139,77.209
90.3,133.6,1.299,28.3,48.9,183,2024-01-04 15:00:00,Delhi,28.6139,77.209
88.7,131.3,1.413,44.7,49.8,183,2024-01-04 16:00:00,Delhi,28.6139,77.209
111.3,164.4,1.348,55.0,46.4,183,2024-01-04 17:00:00,Delhi,28.6139,77.209
127.6,187.7,1.48,58.9,48.6,183,2024-01-04 18:00:00,Delhi,28.6139,77.209
132.2,194.2,1.664,64.0,51.7,183,2024-01-04 19:00:00,Delhi,28.6139,77.209
136.4,199.8,1.812,66.7,53.6,183,2024-01-04 20:00:00,Delhi,28.6139,77.209
139.7,203.0,1.896,65.3,54.3,183,2024-01-04 21:00:00,Delhi,28.6139,77.209
145.8,210.9,1.944,61.3,53.8,183,2024-01-04 22:00:00,Delhi,28.6139,77.209
148.1,213.7,1.953,56.0,51.0,183,2024-01-04 23:00:00,Delhi,28.6139,77.209
142.5,205.8,1.905,48.7,44.0,183,2024-01-05 00:00:00,Delhi,28.6139,77.209
137.4,197.9,1.819,40.1,34.5,183,2024-01-05 01:00:00,Delhi,28.6139,77.209
131.8,190.0,1.744,32.6,26.9,183,2024-01-05 02:00:00,Delhi,28.6139,77.209
126.7,182.1,1.687,26.6,22.5,184,2024-01-05 03:00:00,Delhi,28.6139,77.209
121.5,175.1,1.642,21.8,19.8,184,2024-01-05 04:00:00,Delhi,28.6139,77.209
121.5,174.6,1.604,16.7,16.5,184,2024-01-05 05:00:00,Delhi,28.6139,77.209
120.1,172.8,1.683,21.4,19.2,184,2024-01-05 06:00:00,Delhi,28.6139,77.209
120.6,173.7,1.791,27.8,23.1,184,2024-01-05 07:00:00,Delhi,28.6139,77.209
122.9,176.5,1.864,31.9,26.4,184,2024-01-05 08:00:00,Delhi,28.6139,77.209
123.9,178.3,1.904,31.6,28.3,184,2024-01-05 09:00:00,Delhi,28.6139,77.209
125.7,181.1,1.909,28.9,29.7,184,2024-01-05 10:00:00,Delhi,28.6139,77.209
124.3,179.7,1.805,26.3,31.7,185,2024-01-05 11:00:00,Delhi,28.6139,77.209
102.7,150.4,1.479,22.9,35.1,185,2024-01-05 12:00:00,Delhi,28.6139,77.209
74.0,111.3,1.045,19.5,39.2,185,2024-01-05 13:00:00,Delhi,28.6139,77.209
68.0,103.6,0.765,20.9,42.4,185,2024-01-05 14:00:00,Delhi,28.6139,77.209
67.5,103.1,0.778,31.5,44.0,184,2024-01-05 15:00:00,Delhi,28.6139,77.209
66.8,102.0,0.947,47.0,44.7,184,2024-01-05 16:00:00,Delhi,28.6139,77.209
109.4,164.4,1.334,74.5,54.2,183,2024-01-05 17:00:00,Delhi,28.6139,77.209
119.0,177.4,1.435,74.6,56.2,183,2024-01-05 18:00:00,Delhi,28.6139,77.209
122.9,182.1,1.572,74.4,58.7,183,2024-01-05 19:00:00,Delhi,28.6139,77.209
125.3,185.3,1.66,72.4,59.2,183,2024-01-05 20:00:00,Delhi,28.6139,77.209
126.7,186.7,1.654,67.5,56.5,182,2024-01-05 21:00:00,Delhi,28.6139,77.209
125.7,185.3,1.598,60.7,51.9,182,2024-01-05 22:00:00,Delhi,28.6139,77.209
122.9,180.7,1.543,53.6,46.3,182,2024-01-05 23:00:00,Delhi,28.6139,77.209
117.6,172.8,1.497,46.1,39.4,181,2024-01-06 00:00:00,Delhi,28.6139,77.209
114.8,168.1,1.451,38.3,31.5,181,2024-01-06 01:00:00,Delhi,28.6139,77.209
112.9,164.4,1.429,31.7,25.4,180,2024-01-06 02:00:00,Delhi,28.6139,77.209
111.5,161.6,1.434,26.2,21.8,180,2024-01-06 03:00:00,Delhi,28.6139,77.209
109.9,158.8,1.464,21.9,20.0,179,2024-01-06 04:00:00,Delhi,28.6139,77.209
106.9,154.6,1.44,12.0,16.7,179,2024-01-06 05:00:00,Delhi,28.6139,77.209
105.9,152.7,1.576,16.9,19.1,179,2024-01-06 06:00:00,Delhi,28.6139,77.209
108.5,156.5,1.755,23.4,22.6,178,2024-01-06 07:00:00,Delhi,28.6139,77.209
113.2,163.4,1.835,27.2,26.3,178,2024-01-06 08:00:00,Delhi,28.6139,77.209
117.6,170.0,1.727,25.4,30.4,178,2024-01-06 09:00:00,Delhi,28.6139,77.209
117.6,170.9,1.519,20.8,34.9,178,2024-01-06 10:00:00,Delhi,28.6139,77.209
97.1,143.9,1.333,17.1,38.4,178,2024-01-06 11:00:00,Delhi,28.6139,77.209
87.8,131.3,1.182,13.9,40.3,177,2024-01-06 12:00:00,Delhi,28.6139,77.209
83.6,125.3,1.052,11.6,41.4,177,2024-01-06 13:00:00,Delhi,28.6139,77.209
83.1,124.3,1.022,14.5,42.6,177,2024-01-06 14:00:00,Delhi,28.6139,77.209
84.5,126.2,1.137,26.9,43.8,177,2024-01-06 15:00:00,Delhi,28.6139,77.209
87.8,130.4,1.351,44.7,45.2,178,2024-01-06 16:00:00,Delhi,28.6139,77.209
107.3,157.9,1.533,62.6,44.4,178,2024-01-06 17:00:00,Delhi,28.6139,77.209
132.7,194.2,1.862,66.1,53.7,178,2024-01-06 18:00:00,Delhi,28.6139,77.209
145.8,211.9,2.309,70.6,66.1,178,2024-01-06 19:00:00,Delhi,28.6139,77.209
151.8,220.3,2.588,72.3,72.4,179,2024-01-06 20:00:00,Delhi,28.6139,77.209
150.9,218.9,2.55,69.5,67.4,179,2024-01-06 21:00:00,Delhi,28.6139,77.209
147.6,213.7,2.343,63.9,56.3,180,2024-01-06 22:00:00,Delhi,28.6139,77.209
139.7,201.6,2.132,56.4,45.5,180,2024-01-06 23:00:00,Delhi,28.6139,77.209
128.5,185.3,1.953,45.8,36.5,181,2024-01-07 00:00:00,Delhi,28.6139,77.209
120.1,173.2,1.768,33.4,27.8,181,2024-01-07 01:00:00,Delhi,28.6139,77.209
114.1,164.8,1.633,24.0,21.7,181,2024-01-07 02:00:00,Delhi,28.6139,77.209
109.9,158.3,1.563,19.2,19.2,181,2024-01-07 03:00:00,Delhi,28.6139,77.209
106.6,153.7,1.541,17.4,19.2,181,2024-01-07 04:00:00,Delhi,28.6139,77.209
128.1,184.9,1.951,27.3,24.2,181,2024-01-07 05:00:00,Delhi,28.6139,77.209
128.1,184.4,2.043,30.6,26.5,182,2024-01-07 06:00:00,Delhi,28.6139,77.209
133.6,192.8,2.163,35.0,29.7,182,2024-01-07 07:00:00,Delhi,28.6139,77.209
138.8,199.8,2.21,36.8,33.0,183,2024-01-07 08:00:00,Delhi,28.6139,77.209
141.6,203.5,2.135,33.6,35.6,183,2024-01-07 09:00:00,Delhi,28.6139,77.209
143.0,205.8,1.987,27.9,38.1,184,2024-01-07 10:00:00,Delhi,28.6139,77.209
134.1,194.6,1.81,23.1,41.7,184,2024-01-07 11:00:00,Delhi,28.6139,77.209
113.4,165.8,1.557,18.2,46.8,185,2024-01-07 12:00:00,Delhi,28.6139,77.209
97.6,143.4,1.274,14.3,52.8,186,2024-01-07 13:00:00,Delhi,28.6139,77.209
91.3,134.6,1.146,18.2,59.3,186,2024-01-07 14:00:00,Delhi,28.6139,77.209
90.1,133.2,1.245,35.1,65.2,186,2024-01-07 15:00:00,Delhi,28.6139,77.209
92.7,136.9,1.499,60.0,71.4,186,2024-01-07 16:00:00,Delhi,28.6139,77.209
128.5,189.5,1.681,80.0,62.9,186,2024-01-07 17:00:00,Delhi,28.6139,77.209
161.6,237.0,2.284,97.0,84.0,187,2024-01-07 18:00:00,Delhi,28.6139,77.209
191.4,279.4,3.107,120.0,112.4,187,2024-01-07 19:00:00,Delhi,28.6139,77.209
211.9,309.2,3.656,133.2,128.8,188,2024-01-07 20:00:00,Delhi,28.6139,77.209
213.3,310.1,3.691,128.4,122.6,190,2024-01-07 21:00:00,Delhi,28.6139,77.209
204.0,296.2,3.452,113.8,104.4,191,2024-01-07 22:00:00,Delhi,28.6139,77.209
190.0,274.7,3.167,98.7,86.0,192,2024-01-07 23:00:00,Delhi,28.6139,77.209
171.8,248.7,2.869,84.9,69.8,193,2024-01-08 00:00:00,Delhi,28.6139,77.209
158.3,229.1,2.526,70.6,53.5,194,2024-01-08 01:00:00,Delhi,28.6139,77.209
149.0,215.1,2.262,59.0,41.8,195,2024-01-08 02:00:00,Delhi,28.6139,77.209
142.5,206.3,2.109,50.4,37.0,196,2024-01-08 03:00:00,Delhi,28.6139,77.209
138.3,200.2,2.036,44.6,36.8,197,2024-01-08 04:00:00,Delhi,28.6139,77.209
151.3,218.4,2.262,53.0,44.0,197,2024-01-08 05:00:00,Delhi,28.6139,77.209
144.4,208.6,2.293,50.8,42.2,198,2024-01-08 06:00:00,Delhi,28.6139,77.209
143.9,207.2,2.329,47.6,40.0,198,2024-01-08 07:00:00,Delhi,28.6139,77.209
145.8,210.0,2.302,43.8,39.6,198,2024-01-08 08:00:00,Delhi,28.6139,77.209
147.1,212.8,2.175,38.8,41.5,199,2024-01-08 09:00:00,Delhi,28.6139,77.209
147.6,213.7,1.985,33.2,45.3,199,2024-01-08 10:00:00,Delhi,28.6139,77.209
138.8,202.6,1.777,28.8,51.8,199,2024-01-08 11:00:00,Delhi,28.6139,77.209
129.0,191.4,1.5,23.6,62.6,199,2024-01-08 12:00:00,Delhi,28.6139,77.209
113.9,170.4,1.205,19.5,76.0,199,2024-01-08 13:00:00,Delhi,28.6139,77.209
104.5,157.4,1.084,24.8,88.0,200,2024-01-08 14:00:00,Delhi,28.6139,77.209
102.4,154.1,1.218,45.6,95.0,200,2024-01-08 15:00:00,Delhi,28.6139,77.209
105.7,158.8,1.527,75.7,100.6,200,2024-01-08 16:00:00,Delhi,28.6139,77.209
135.0,199.8,1.574,68.3,66.0,201,2024-01-08 17:00:00,Delhi,28.6139,77.209
166.2,244.9,2.066,80.8,80.8,201,2024-01-08 18:00:00,Delhi,28.6139,77.209
190.9,280.3,2.739,97.7,100.8,201,2024-01-08 19:00:00,Delhi,28.6139,77.209
202.6,297.1,3.193,107.6,112.5,201,2024-01-08 20:00:00,Delhi,28.6139,77.209
203.5,298.0,3.246,105.0,109.2,201,2024-01-08 21:00:00,Delhi,28.6139,77.209
199.8,290.6,3.081,95.4,97.5,201,2024-01-08 22:00:00,Delhi,28.6139,77.209
187.7,272.9,2.849,84.3,84.0,200,2024-01-08 23:00:00,Delhi,28.6139,77.209
169.5,246.8,2.56,72.5,68.9,200,2024-01-09 00:00:00,Delhi,28.6139,77.209
156.0,226.8,2.205,59.2,52.0,200,2024-01-09 01:00:00,Delhi,28.6139,77.209
144.8,210.5,1.909,46.7,38.6,200,2024-01-09 02:00:00,Delhi,28.6139,77.209
134.1,195.1,1.704,34.3,31.0,200,2024-01-09 03:00:00,Delhi,28.6139,77.209
124.8,181.1,1.559,22.7,27.0,200,2024-01-09 04:00:00,Delhi,28.6139,77.209
123.4,179.3,1.397,16.5,25.8,200,2024-01-09 05:00:00,Delhi,28.6139,77.209
121.1,176.0,1.518,22.7,28.8,199,2024-01-09 06:00:00,Delhi,28.6139,77.209
126.2,183.0,1.677,31.0,32.9,198,2024-01-09 07:00:00,Delhi,28.6139,77.209
129.5,188.6,1.735,35.3,35.1,198,2024-01-09 08:00:00,Delhi,28.6139,77.209
128.1,186.7,1.609,32.0,34.0,198,2024-01-09 09:00:00,Delhi,28.6139,77.209
118.5,173.2,1.383,24.8,31.1,197,2024-01-09 10:00:00,Delhi,28.6139,77.209
105.9,156.0,1.172,18.4,27.9,197,2024-01-09 11:00:00,Delhi,28.6139,77.209
101.5,149.9,0.995,13.4,24.2,196,2024-01-09 12:00:00,Delhi,28.6139,77.209
87.5,129.9,0.832,9.2,20.1,195,2024-01-09 13:00:00,Delhi,28.6139,77.209
74.7,111.1,0.74,9.3,17.7,195,2024-01-09 14:00:00,Delhi,28.6139,77.209
69.4,103.1,0.762,16.9,18.2,194,2024-01-09 15:00:00,Delhi,28.6139,77.209
67.1,99.7,0.855,28.6,20.5,193,2024-01-09 16:00:00,Delhi,28.6139,77.209
54.8,79.9,0.855,33.3,20.7,192,2024-01-09 17:00:00,Delhi,28.6139,77.209
64.3,93.1,0.952,39.1,24.5,191,2024-01-09 18:00:00,Delhi,28.6139,77.209
70.1,101.7,1.083,46.9,29.7,188,2024-01-09 19:00:00,Delhi,28.6139,77.209
73.3,106.9,1.162,50.6,32.3,186,2024-01-09 20:00:00,Delhi,28.6139,77.209
74.3,108.3,1.14,46.8,30.2,183,2024-01-09 21:00:00,Delhi,28.6139,77.209
75.4,110.4,1.066,38.9,25.6,180,2024-01-09 22:00:00,Delhi,28.6139,77.209
75.7,110.8,0.999,31.3,21.3,177,2024-01-09 23:00:00,Delhi,28.6139,77.209
73.8,107.3,0.955,25.0,18.0,175,2024-01-10 00:00:00,Delhi,28.6139,77.209
73.8,107.1,0.918,19.0,15.1,173,2024-01-10 01:00:00,Delhi,28.6139,77.209
74.5,107.8,0.903,14.5,13.2,171,2024-01-10 02:00:00,Delhi,28.6139,77.209
75.2,109.0,0.908,11.7,12.6,170,2024-01-10 03:00:00,Delhi,28.6139,77.209
76.1,109.9,0.934,10.4,13.0,168,2024-01-10 04:00:00,Delhi,28.6139,77.209
78.7,113.2,0.978,9.3,12.7,167,2024-01-10 05:00:00,Delhi,28.6139,77.209
79.2,114.1,1.013,12.5,15.9,166,2024-01-10 06:00:00,Delhi,28.6139,77.209
81.3,116.9,1.06,16.9,20.4,165,2024-01-10 07:00:00,Delhi,28.6139,77.209
82.7,119.0,1.089,19.7,24.3,164,2024-01-10 08:00:00,Delhi,28.6139,77.209
82.2,118.0,1.088,19.4,27.1,163,2024-01-10 09:00:00,Delhi,28.6139,77.209
81.0,116.9,1.07,17.5,29.3,162,2024-01-10 10:00:00,Delhi,28.6139,77.209
81.3,117.3,1.038,15.6,30.5,161,2024-01-10 11:00:00,Delhi,28.6139,77.209
79.4,114.6,0.982,13.6,30.2,161,2024-01-10 12:00:00,Delhi,28.6139,77.209
75.2,109.0,0.914,11.6,28.8,160,2024-01-10 13:00:00,Delhi,28.6139,77.209
70.5,102.0,0.87,12.1,27.2,160,2024-01-10 14:00:00,Delhi,28.6139,77.209
65.2,94.8,0.87,17.3,25.2,160,2024-01-10 15:00:00,Delhi,28.6139,77.209
61.7,89.4,0.894,24.9,22.9,160,2024-01-10 16:00:00,Delhi,28.6139,77.209
92.0,134.6,1.027,40.8,27.3,160,2024-01-10 17:00:00,Delhi,28.6139,77.209
94.5,137.4,1.063,41.0,26.8,161,2024-01-10 18:00:00,Delhi,28.6139,77.209
93.8,136.0,1.113,41.1,26.1,161,2024-01-10 19:00:00,Delhi,28.6139,77.209
92.4,134.1,1.155,40.5,25.6,162,2024-01-10 20:00:00,Delhi,28.6139,77.209
92.0,133.2,1.187,38.8,25.9,162,2024-01-10 21:00:00,Delhi,28.6139,77.209
93.6,135.5,1.211,36.4,26.4,163,2024-01-10 22:00:00,Delhi,28.6139,77.209
94.3,136.4,1.213,33.2,26.0,163,2024-01-10 23:00:00,Delhi,28.6139,77.209
91.7,132.2,1.178,28.9,23.6,163,2024-01-11 00:00:00,Delhi,28.6139,77.209
89.4,128.5,1.121,23.8,20.3,164,2024-01-11 01:00:00,Delhi,28.6139,77.209
87.3,125.3,1.07,19.6,17.9,164,2024-01-11 02:00:00,Delhi,28.6139,77.209
85.7,122.9,1.018,15.9,16.9,164,2024-01-11 03:00:00,Delhi,28.6139,77.209
84.8,122.0,0.972,13.0,16.7,165,2024-01-11 04:00:00,Delhi,28.6139,77.209
92.0,132.2,1.018,11.5,17.7,165,2024-01-11 05:00:00,Delhi,28.6139,77.209
95.2,136.9,1.084,14.3,20.2,165,2024-01-11 06:00:00,Delhi,28.6139,77.209
102.4,147.6,1.175,18.1,23.7,166,2024-01-11 07:00:00,Delhi,28.6139,77.209
107.6,156.5,1.231,20.3,26.9,166,2024-01-11 08:00:00,Delhi,28.6139,77.209
104.1,152.7,1.225,19.4,29.5,167,2024-01-11 09:00:00,Delhi,28.6139,77.209
100.6,148.5,1.186,16.9,31.9,167,2024-01-11 10:00:00,Delhi,28.6139,77.209
99.2,147.1,1.141,14.8,33.6,167,2024-01-11 11:00:00,Delhi,28.6139,77.209
98.5,146.2,1.082,12.6,34.3,168,2024-01-11 12:00:00,Delhi,28.6139,77.209
91.0,136.0,1.018,10.7,34.4,168,2024-01-11 13:00:00,Delhi,28.6139,77.209
86.8,130.4,1.005,13.1,34.6,169,2024-01-11 14:00:00,Delhi,28.6139,77.209
84.8,127.1,1.079,23.3,35.2,169,2024-01-11 15:00:00,Delhi,28.6139,77.209
84.8,126.7,1.204,37.6,36.0,169,2024-01-11 16:00:00,Delhi,28.6139,77.209
103.1,152.7,1.339,50.6,37.2,170,2024-01-11 17:00:00,Delhi,28.6139,77.209
106.9,157.9,1.396,51.5,37.6,170,2024-01-11 18:00:00,Delhi,28.6139,77.209
107.6,158.3,1.474,52.5,38.0,170,2024-01-11 19:00:00,Delhi,28.6139,77.209
108.0,158.3,1.528,51.5,37.6,171,2024-01-11 20:00:00,Delhi,28.6139,77.209
108.3,158.3,1.541,47.2,36.0,171,2024-01-11 21:00:00,Delhi,28.6139,77.209
109.0,158.8,1.529,40.8,33.6,171,2024-01-11 22:00:00,Delhi,28.6139,77.209
106.9,155.1,1.495,34.1,30.6,172,2024-01-11 23:00:00,Delhi,28.6139,77.209
100.8,145.3,1.428,26.9,26.3,172,2024-01-12 00:00:00,Delhi,28.6139,77.209
96.6,138.8,1.339,19.4,21.3,172,2024-01-12 01:00:00,Delhi,28.6139,77.209
93.4,134.1,1.269,13.9,17.8,172,2024-01-12 02:00:00,Delhi,28.6139,77.209
90.8,130.4,1.221,10.8,16.4,173,2024-01-12 03:00:00,Delhi,28.6139,77.209
88.7,127.1,1.192,9.6,16.4,173,2024-01-12 04:00:00,Delhi,28.6139,77.209
88.0,126.7,1.197,12.1,17.9,173,2024-01-12 05:00:00,Delhi,28.6139,77.209
89.4,128.5,1.239,15.8,19.4,173,2024-01-12 06:00:00,Delhi,28.6139,77.209
93.8,134.6,1.292,20.8,21.4,172,2024-01-12 07:00:00,Delhi,28.6139,77.209
94.8,136.4,1.307,23.8,23.4,172,2024-01-12 08:00:00,Delhi,28.6139,77.209
92.7,133.6,1.254,22.8,25.2,172,2024-01-12 09:00:00,Delhi,28.6139,77.209
87.3,126.2,1.162,19.7,26.9,172,2024-01-12 10:00:00,Delhi,28.6139,77.209
85.2,123.4,1.066,16.9,28.1,171,2024-01-12 11:00:00,Delhi,28.6139,77.209
80.6,117.3,0.955,13.7,28.4,171,2024-01-12 12:00:00,Delhi,28.6139,77.209
75.4,110.1,0.84,10.9,28.3,171,2024-01-12 13:00:00,Delhi,28.6139,77.209
70.1,102.9,0.792,12.4,28.4,170,2024-01-12 14:00:00,Delhi,28.6139,77.209
68.2,100.4,0.831,21.6,28.2,170,2024-01-12 15:00:00,Delhi,28.6139,77.209
68.5,100.6,0.936,35.2,28.2,170,2024-01-12 16:00:00,Delhi,28.6139,77.209
88.7,129.9,1.076,49.9,34.5,169,2024-01-12 17:00:00,Delhi,28.6139,77.209
102.4,149.5,1.223,52.7,38.0,169,2024-01-12 18:00:00,Delhi,28.6139,77.209
108.3,157.9,1.432,56.7,43.2,169,2024-01-12 19:00:00,Delhi,28.6139,77.209
