pm25,pm10,co,no2,so2,aqi_reference,datetime,city,latitude,longitude
79.9,122.0,1.445,63.6,36.7,140,2024-03-20 01:00:00,Delhi,28.6139,77.209
76.8,117.6,1.415,59.2,31.6,143,2024-03-20 02:00:00,Delhi,28.6139,77.209
71.2,109.4,1.33,53.1,26.8,146,2024-03-20 03:00:00,Delhi,28.6139,77.209
65.7,101.0,1.215,46.2,22.0,149,2024-03-20 04:00:00,Delhi,28.6139,77.209
56.0,83.6,0.85,39.8,24.3,150,2024-03-20 05:00:00,Delhi,28.6139,77.209
58.4,86.8,1.002,43.8,25.5,150,2024-03-20 06:00:00,Delhi,28.6139,77.209
68.9,101.5,1.199,48.7,27.1,150,2024-03-20 07:00:00,Delhi,28.6139,77.209
68.7,100.1,1.255,48.6,28.5,150,2024-03-20 08:00:00,Delhi,28.6139,77.209
63.8,92.9,1.032,38.5,29.9,150,2024-03-20 09:00:00,Delhi,28.6139,77.209
53.3,78.0,0.668,23.3,31.1,150,2024-03-20 10:00:00,Delhi,28.6139,77.209
44.5,66.6,0.392,11.6,30.6,150,2024-03-20 11:00:00,Delhi,28.6139,77.209
40.0,61.0,0.299,6.4,26.9,150,2024-03-20 12:00:00,Delhi,28.6139,77.209
37.8,57.6,0.293,4.8,21.5,150,2024-03-20 13:00:00,Delhi,28.6139,77.209
37.1,56.8,0.321,6.4,17.7,150,2024-03-20 14:00:00,Delhi,28.6139,77.209
37.0,57.2,0.341,10.7,16.4,150,2024-03-20 15:00:00,Delhi,28.6139,77.209
37.4,58.0,0.394,18.2,16.6,151,2024-03-20 16:00:00,Delhi,28.6139,77.209
37.7,65.0,0.567,30.5,16.5,151,2024-03-20 17:00:00,Delhi,28.6139,77.209
49.8,84.5,0.902,47.6,24.2,151,2024-03-20 18:00:00,Delhi,28.6139,77.209
63.6,107.3,1.361,70.9,34.7,151,2024-03-20 19:00:00,Delhi,28.6139,77.209
72.6,122.5,1.678,85.9,42.1,151,2024-03-20 20:00:00,Delhi,28.6139,77.209
74.3,128.1,1.742,85.4,44.1,152,2024-03-20 21:00:00,Delhi,28.6139,77.209
73.6,129.5,1.665,76.5,42.9,152,2024-03-20 22:00:00,Delhi,28.6139,77.209
70.5,129.0,1.518,66.3,39.2,152,2024-03-20 23:00:00,Delhi,28.6139,77.209
63.8,124.8,1.274,55.9,31.3,152,2024-03-21 00:00:00,Delhi,28.6139,77.209
55.1,121.1,0.96,44.3,20.9,152,2024-03-21 01:00:00,Delhi,28.6139,77.209
49.4,118.0,0.726,34.8,13.5,151,2024-03-21 02:00:00,Delhi,28.6139,77.209
47.6,114.6,0.639,29.1,11.8,150,2024-03-21 03:00:00,Delhi,28.6139,77.209
47.0,111.1,0.632,25.6,13.1,149,2024-03-21 04:00:00,Delhi,28.6139,77.209
52.4,119.2,0.623,21.7,19.4,147,2024-03-21 05:00:00,Delhi,28.6139,77.209
60.1,151.8,0.615,21.3,19.8,147,2024-03-21 06:00:00,Delhi,28.6139,77.209
67.3,170.4,0.603,20.7,20.5,147,2024-03-21 07:00:00,Delhi,28.6139,77.209
72.9,205.4,0.581,19.3,21.6,147,2024-03-21 08:00:00,Delhi,28.6139,77.209
76.4,221.2,0.54,16.4,23.5,148,2024-03-21 09:00:00,Delhi,28.6139,77.209
77.8,234.2,0.49,12.8,25.8,149,2024-03-21 10:00:00,Delhi,28.6139,77.209
77.8,244.9,0.451,10.0,27.7,150,2024-03-21 11:00:00,Delhi,28.6139,77.209
76.6,246.8,0.432,8.3,28.9,151,2024-03-21 12:00:00,Delhi,28.6139,77.209
72.6,241.2,0.424,7.4,29.8,152,2024-03-21 13:00:00,Delhi,28.6139,77.209
68.7,230.5,0.426,7.9,30.4,153,2024-03-21 14:00:00,Delhi,28.6139,77.209
64.5,218.4,0.412,8.8,30.4,153,2024-03-21 15:00:00,Delhi,28.6139,77.209
61.5,208.2,0.407,11.2,30.2,154,2024-03-21 16:00:00,Delhi,28.6139,77.209
60.5,172.3,0.477,16.4,27.3,154,2024-03-21 17:00:00,Delhi,28.6139,77.209
68.9,159.3,0.65,31.1,28.9,158,2024-03-21 18:00:00,Delhi,28.6139,77.209
73.8,160.2,0.883,50.9,31.1,160,2024-03-21 19:00:00,Delhi,28.6139,77.209
71.5,151.3,1.024,62.3,31.7,156,2024-03-21 20:00:00,Delhi,28.6139,77.209
66.4,138.8,0.984,57.3,29.6,156,2024-03-21 21:00:00,Delhi,28.6139,77.209
62.6,129.0,0.852,44.0,25.9,155,2024-03-21 22:00:00,Delhi,28.6139,77.209
59.6,122.5,0.738,32.7,22.7,155,2024-03-21 23:00:00,Delhi,28.6139,77.209
57.2,117.6,0.682,27.4,20.4,155,2024-03-22 00:00:00,Delhi,28.6139,77.209
56.0,115.0,0.645,24.2,18.5,155,2024-03-22 01:00:00,Delhi,28.6139,77.209
54.8,113.6,0.611,21.5,17.3,155,2024-03-22 02:00:00,Delhi,28.6139,77.209
53.1,112.5,0.568,18.6,16.9,155,2024-03-22 03:00:00,Delhi,28.6139,77.209
51.1,107.1,0.53,16.3,17.2,155,2024-03-22 04:00:00,Delhi,28.6139,77.209
49.5,103.1,0.5,14.3,19.5,155,2024-03-22 05:00:00,Delhi,28.6139,77.209
49.7,99.7,0.564,17.6,21.5,155,2024-03-22 06:00:00,Delhi,28.6139,77.209
52.5,97.6,0.65,22.0,24.3,155,2024-03-22 07:00:00,Delhi,28.6139,77.209
54.7,102.0,0.693,24.1,27.2,154,2024-03-22 08:00:00,Delhi,28.6139,77.209
55.9,108.0,0.655,21.7,30.5,154,2024-03-22 09:00:00,Delhi,28.6139,77.209
57.2,119.0,0.574,17.0,34.0,154,2024-03-22 10:00:00,Delhi,28.6139,77.209
56.2,127.6,0.506,13.0,36.0,153,2024-03-22 11:00:00,Delhi,28.6139,77.209
54.1,129.5,0.462,10.0,35.4,153,2024-03-22 12:00:00,Delhi,28.6139,77.209
51.0,125.7,0.431,7.7,33.3,152,2024-03-22 13:00:00,Delhi,28.6139,77.209
49.0,121.5,0.431,8.4,31.6,152,2024-03-22 14:00:00,Delhi,28.6139,77.209
48.5,120.1,0.437,11.7,29.7,151,2024-03-22 15:00:00,Delhi,28.6139,77.209
49.4,121.1,0.474,18.1,28.1,156,2024-03-22 16:00:00,Delhi,28.6139,77.209
63.6,115.0,0.603,26.5,29.7,180,2024-03-22 17:00:00,Delhi,28.6139,77.209
86.1,148.1,1.023,54.9,37.2,195,2024-03-22 18:00:00,Delhi,28.6139,77.209
101.3,171.4,1.593,93.3,47.4,195,2024-03-22 19:00:00,Delhi,28.6139,77.209
107.3,183.5,1.954,116.7,53.8,180,2024-03-22 20:00:00,Delhi,28.6139,77.209
104.3,181.6,1.921,111.4,53.3,154,2024-03-22 21:00:00,Delhi,28.6139,77.209
98.0,176.0,1.678,91.0,48.9,153,2024-03-22 22:00:00,Delhi,28.6139,77.209
90.8,171.4,1.42,71.4,43.4,154,2024-03-22 23:00:00,Delhi,28.6139,77.209
83.4,166.7,1.192,57.5,36.9,155,2024-03-23 00:00:00,Delhi,28.6139,77.209
76.4,164.8,0.949,44.5,29.2,155,2024-03-23 01:00:00,Delhi,28.6139,77.209
68.5,159.7,0.748,33.6,22.8,156,2024-03-23 02:00:00,Delhi,28.6139,77.209
60.8,149.0,0.605,24.9,18.4,156,2024-03-23 03:00:00,Delhi,28.6139,77.209
54.9,137.8,0.504,18.2,15.4,156,2024-03-23 04:00:00,Delhi,28.6139,77.209
47.6,102.7,0.427,15.1,15.8,156,2024-03-23 05:00:00,Delhi,28.6139,77.209
47.8,104.3,0.517,19.3,17.4,156,2024-03-23 06:00:00,Delhi,28.6139,77.209
51.5,108.3,0.635,24.8,19.5,156,2024-03-23 07:00:00,Delhi,28.6139,77.209
53.0,112.9,0.688,27.0,21.0,156,2024-03-23 08:00:00,Delhi,28.6139,77.209
52.7,118.3,0.612,22.5,21.5,156,2024-03-23 09:00:00,Delhi,28.6139,77.209
50.2,117.8,0.47,14.7,21.4,156,2024-03-23 10:00:00,Delhi,28.6139,77.209
40.4,109.0,0.355,8.5,20.3,156,2024-03-23 11:00:00,Delhi,28.6139,77.209
34.1,102.9,0.298,5.4,17.3,156,2024-03-23 12:00:00,Delhi,28.6139,77.209
29.5,101.0,0.268,4.0,13.3,155,2024-03-23 13:00:00,Delhi,28.6139,77.209
27.5,108.0,0.263,4.5,10.5,155,2024-03-23 14:00:00,Delhi,28.6139,77.209
27.8,124.3,0.278,6.9,9.6,154,2024-03-23 15:00:00,Delhi,28.6139,77.209
29.7,142.0,0.318,11.3,9.8,154,2024-03-23 16:00:00,Delhi,28.6139,77.209
38.5,178.8,0.38,16.7,10.8,153,2024-03-23 17:00:00,Delhi,28.6139,77.209
47.3,177.4,0.558,29.2,14.8,153,2024-03-23 18:00:00,Delhi,28.6139,77.209
56.5,200.7,0.802,46.2,20.3,152,2024-03-23 19:00:00,Delhi,28.6139,77.209
63.1,223.1,0.967,57.5,24.0,151,2024-03-23 20:00:00,Delhi,28.6139,77.209
66.1,231.9,0.988,58.3,24.4,150,2024-03-23 21:00:00,Delhi,28.6139,77.209
67.1,231.4,0.93,53.5,23.0,146,2024-03-23 22:00:00,Delhi,28.6139,77.209
65.4,220.7,0.848,46.7,21.1,143,2024-03-23 23:00:00,Delhi,28.6139,77.209
61.9,204.4,0.743,37.8,18.6,140,2024-03-24 00:00:00,Delhi,28.6139,77.209
58.2,179.3,0.615,27.1,15.5,138,2024-03-24 01:00:00,Delhi,28.6139,77.209
53.9,147.1,0.514,19.1,13.5,136,2024-03-24 02:00:00,Delhi,28.6139,77.209
49.2,117.3,0.448,15.4,13.2,135,2024-03-24 03:00:00,Delhi,28.6139,77.209
45.2,96.4,0.41,14.6,14.0,134,2024-03-24 04:00:00,Delhi,28.6139,77.209
68.9,234.7,1.083,40.5,28.0,133,2024-03-24 05:00:00,Delhi,28.6139,77.209
68.5,222.1,1.166,47.2,28.3,135,2024-03-24 06:00:00,Delhi,28.6139,77.209
72.6,192.3,1.269,55.9,28.7,137,2024-03-24 07:00:00,Delhi,28.6139,77.209
71.9,172.3,1.259,57.8,28.4,139,2024-03-24 08:00:00,Delhi,28.6139,77.209
70.8,154.6,1.025,46.3,26.9,141,2024-03-24 09:00:00,Delhi,28.6139,77.209
54.0,111.5,0.678,28.0,24.7,143,2024-03-24 10:00:00,Delhi,28.6139,77.209
44.1,99.2,0.418,14.0,22.7,143,2024-03-24 11:00:00,Delhi,28.6139,77.209
42.8,117.6,0.336,9.2,21.3,144,2024-03-24 12:00:00,Delhi,28.6139,77.209
42.8,152.3,0.341,8.7,20.1,145,2024-03-24 13:00:00,Delhi,28.6139,77.209
45.4,203.5,0.356,9.5,19.0,146,2024-03-24 14:00:00,Delhi,28.6139,77.209
48.8,224.4,0.34,9.8,17.3,148,2024-03-24 15:00:00,Delhi,28.6139,77.209
46.7,183.5,0.334,11.4,15.6,150,2024-03-24 16:00:00,Delhi,28.6139,77.209
34.9,75.9,0.39,17.0,13.7,150,2024-03-24 17:00:00,Delhi,28.6139,77.209
36.2,66.4,0.476,26.2,16.8,150,2024-03-24 18:00:00,Delhi,28.6139,77.209
37.8,63.6,0.6,38.9,21.1,150,2024-03-24 19:00:00,Delhi,28.6139,77.209
43.9,71.9,0.74,49.3,25.5,148,2024-03-24 20:00:00,Delhi,28.6139,77.209
53.6,88.0,0.925,55.5,30.6,146,2024-03-24 21:00:00,Delhi,28.6139,77.209
62.4,101.0,1.126,59.3,35.7,145,2024-03-24 22:00:00,Delhi,28.6139,77.209
63.1,101.3,1.231,60.0,37.5,145,2024-03-24 23:00:00,Delhi,28.6139,77.209
57.3,93.1,1.171,56.3,33.2,144,2024-03-25 00:00:00,Delhi,28.6139,77.209
54.1,89.2,1.015,49.4,25.6,144,2024-03-25 01:00:00,Delhi,28.6139,77.209
48.5,80.8,0.865,42.2,19.4,143,2024-03-25 02:00:00,Delhi,28.6139,77.209
43.1,73.8,0.73,34.2,16.3,143,2024-03-25 03:00:00,Delhi,28.6139,77.209
39.5,69.6,0.6,25.9,14.7,142,2024-03-25 04:00:00,Delhi,28.6139,77.209
40.7,72.6,0.554,22.2,16.8,142,2024-03-25 05:00:00,Delhi,28.6139,77.209
40.0,71.7,0.633,24.9,18.1,139,2024-03-25 06:00:00,Delhi,28.6139,77.209
43.4,77.1,0.736,28.3,19.8,136,2024-03-25 07:00:00,Delhi,28.6139,77.209
47.7,85.7,0.772,28.9,21.5,133,2024-03-25 08:00:00,Delhi,28.6139,77.209
49.6,101.0,0.68,24.1,23.3,130,2024-03-25 09:00:00,Delhi,28.6139,77.209
50.8,128.1,0.521,16.5,25.0,128,2024-03-25 10:00:00,Delhi,28.6139,77.209
41.9,154.6,0.392,10.3,25.2,128,2024-03-25 11:00:00,Delhi,28.6139,77.209
40.0,142.5,0.329,6.9,22.7,127,2024-03-25 12:00:00,Delhi,28.6139,77.209
36.4,141.1,0.297,4.9,18.7,127,2024-03-25 13:00:00,Delhi,28.6139,77.209
36.1,149.0,0.284,4.7,15.5,126,2024-03-25 14:00:00,Delhi,28.6139,77.209
34.9,155.5,0.283,6.2,13.7,125,2024-03-25 15:00:00,Delhi,28.6139,77.209
34.1,166.2,0.302,9.4,12.7,124,2024-03-25 16:00:00,Delhi,28.6139,77.209
34.2,139.7,0.389,18.0,14.1,123,2024-03-25 17:00:00,Delhi,28.6139,77.209
38.9,138.3,0.456,24.0,14.9,127,2024-03-25 18:00:00,Delhi,28.6139,77.209
42.0,148.1,0.545,32.0,16.0,123,2024-03-25 19:00:00,Delhi,28.6139,77.209
43.1,156.5,0.599,36.5,16.4,123,2024-03-25 20:00:00,Delhi,28.6139,77.209
43.1,160.7,0.584,34.4,15.4,123,2024-03-25 21:00:00,Delhi,28.6139,77.209
42.7,160.2,0.533,28.9,13.6,122,2024-03-25 22:00:00,Delhi,28.6139,77.209
42.3,153.2,0.482,23.7,12.2,120,2024-03-25 23:00:00,Delhi,28.6139,77.209
41.3,139.7,0.438,19.9,11.3,118,2024-03-26 00:00:00,Delhi,28.6139,77.209
40.9,125.7,0.394,16.4,10.8,116,2024-03-26 01:00:00,Delhi,28.6139,77.209
40.4,114.1,0.361,13.9,10.7,115,2024-03-26 02:00:00,Delhi,28.6139,77.209
40.0,104.3,0.336,12.2,11.2,114,2024-03-26 03:00:00,Delhi,28.6139,77.209
39.5,98.3,0.323,11.3,12.1,114,2024-03-26 04:00:00,Delhi,28.6139,77.209
42.7,116.4,0.354,12.8,13.2,114,2024-03-26 05:00:00,Delhi,28.6139,77.209
43.3,108.0,0.461,18.8,15.1,114,2024-03-26 06:00:00,Delhi,28.6139,77.209
47.3,106.2,0.604,26.8,17.8,114,2024-03-26 07:00:00,Delhi,28.6139,77.209
50.2,105.2,0.684,30.8,20.4,115,2024-03-26 08:00:00,Delhi,28.6139,77.209
50.4,108.0,0.642,27.0,23.4,115,2024-03-26 09:00:00,Delhi,28.6139,77.209
49.4,102.9,0.535,19.2,26.3,115,2024-03-26 10:00:00,Delhi,28.6139,77.209
46.6,95.7,0.441,12.6,27.1,115,2024-03-26 11:00:00,Delhi,28.6139,77.209
36.4,77.1,0.376,8.4,23.9,115,2024-03-26 12:00:00,Delhi,28.6139,77.209
31.5,75.2,0.323,5.5,18.6,115,2024-03-26 13:00:00,Delhi,28.6139,77.209
29.7,83.8,0.304,5.2,14.7,115,2024-03-26 14:00:00,Delhi,28.6139,77.209
29.9,97.8,0.317,7.9,13.2,114,2024-03-26 15:00:00,Delhi,28.6139,77.209
30.7,110.4,0.363,13.3,13.0,113,2024-03-26 16:00:00,Delhi,28.6139,77.209
39.1,105.2,0.467,22.7,15.5,129,2024-03-26 17:00:00,Delhi,28.6139,77.209
45.2,110.1,0.589,33.2,18.6,136,2024-03-26 18:00:00,Delhi,28.6139,77.209
51.1,122.0,0.757,47.6,22.8,128,2024-03-26 19:00:00,Delhi,28.6139,77.209
53.8,131.8,0.874,56.9,25.8,115,2024-03-26 20:00:00,Delhi,28.6139,77.209
55.5,142.5,0.899,56.9,26.6,116,2024-03-26 21:00:00,Delhi,28.6139,77.209
57.6,148.5,0.875,51.9,26.2,117,2024-03-26 22:00:00,Delhi,28.6139,77.209
55.5,141.6,0.832,46.2,25.2,119,2024-03-26 23:00:00,Delhi,28.6139,77.209
51.3,131.3,0.765,40.0,23.3,120,2024-03-27 00:00:00,Delhi,28.6139,77.209
48.8,123.9,0.68,33.0,20.8,121,2024-03-27 01:00:00,Delhi,28.6139,77.209
48.2,123.4,0.627,29.1,19.9,122,2024-03-27 02:00:00,Delhi,28.6139,77.209
49.0,124.3,0.621,30.5,21.8,123,2024-03-27 03:00:00,Delhi,28.6139,77.209
50.6,127.1,0.647,34.9,25.3,124,2024-03-27 04:00:00,Delhi,28.6139,77.209
60.1,144.8,0.913,47.6,33.1,125,2024-03-27 05:00:00,Delhi,28.6139,77.209
65.0,152.7,1.057,54.3,36.0,127,2024-03-27 06:00:00,Delhi,28.6139,77.209
76.6,169.5,1.243,62.9,40.1,129,2024-03-27 07:00:00,Delhi,28.6139,77.209
76.1,157.9,1.295,64.4,42.9,132,2024-03-27 08:00:00,Delhi,28.6139,77.209
67.1,129.5,1.087,52.2,44.1,135,2024-03-27 09:00:00,Delhi,28.6139,77.209
56.9,100.8,0.745,32.9,44.1,137,2024-03-27 10:00:00,Delhi,28.6139,77.209
49.7,92.7,0.475,17.7,42.1,138,2024-03-27 11:00:00,Delhi,28.6139,77.209
41.0,93.4,0.357,10.5,36.8,138,2024-03-27 12:00:00,Delhi,28.6139,77.209
35.7,99.2,0.31,7.3,29.5,138,2024-03-27 13:00:00,Delhi,28.6139,77.209
35.3,101.5,0.3,7.2,23.6,139,2024-03-27 14:00:00,Delhi,28.6139,77.209
35.2,102.9,0.315,10.4,20.3,139,2024-03-27 15:00:00,Delhi,28.6139,77.209
35.0,105.0,0.365,16.7,18.3,146,2024-03-27 16:00:00,Delhi,28.6139,77.209
41.0,136.4,0.397,22.4,15.4,161,2024-03-27 17:00:00,Delhi,28.6139,77.209
50.6,167.6,0.608,35.6,21.0,160,2024-03-27 18:00:00,Delhi,28.6139,77.209
60.3,202.6,0.893,53.5,28.4,146,2024-03-27 19:00:00,Delhi,28.6139,77.209
67.8,230.5,1.051,63.7,32.7,142,2024-03-27 20:00:00,Delhi,28.6139,77.209
69.2,229.6,0.965,59.4,30.7,144,2024-03-27 21:00:00,Delhi,28.6139,77.209
63.8,206.8,0.754,47.5,25.5,145,2024-03-27 22:00:00,Delhi,28.6139,77.209
58.0,176.0,0.573,36.5,21.0,146,2024-03-27 23:00:00,Delhi,28.6139,77.209
52.7,142.0,0.475,28.6,18.5,146,2024-03-28 00:00:00,Delhi,28.6139,77.209
48.5,115.7,0.407,21.7,16.8,146,2024-03-28 01:00:00,Delhi,28.6139,77.209
45.4,98.3,0.366,17.4,16.1,146,2024-03-28 02:00:00,Delhi,28.6139,77.209
43.7,94.3,0.347,16.9,16.6,146,2024-03-28 03:00:00,Delhi,28.6139,77.209
43.2,96.9,0.356,19.1,18.1,145,2024-03-28 04:00:00,Delhi,28.6139,77.209
42.0,122.0,0.287,12.4,15.7,144,2024-03-28 05:00:00,Delhi,28.6139,77.209
43.1,127.1,0.378,17.0,16.6,142,2024-03-28 06:00:00,Delhi,28.6139,77.209
45.5,127.1,0.502,23.2,18.0,140,2024-03-28 07:00:00,Delhi,28.6139,77.209
47.1,130.9,0.58,26.6,19.9,137,2024-03-28 08:00:00,Delhi,28.6139,77.209
45.9,135.5,0.572,24.6,23.1,134,2024-03-28 09:00:00,Delhi,28.6139,77.209
47.4,140.6,0.519,19.8,26.7,132,2024-03-28 10:00:00,Delhi,28.6139,77.209
48.4,141.1,0.462,15.4,28.8,131,2024-03-28 11:00:00,Delhi,28.6139,77.209
48.2,136.0,0.403,11.4,28.0,131,2024-03-28 12:00:00,Delhi,28.6139,77.209
44.0,124.3,0.341,7.8,25.7,131,2024-03-28 13:00:00,Delhi,28.6139,77.209
38.2,113.2,0.315,7.5,23.2,132,2024-03-28 14:00:00,Delhi,28.6139,77.209
34.8,110.4,0.344,12.2,20.6,133,2024-03-28 15:00:00,Delhi,28.6139,77.209
33.3,109.2,0.408,20.1,17.9,132,2024-03-28 16:00:00,Delhi,28.6139,77.209
56.7,134.1,0.644,37.2,35.6,149,2024-03-28 17:00:00,Delhi,28.6139,77.209
78.2,160.7,0.788,47.4,36.3,164,2024-03-28 18:00:00,Delhi,28.6139,77.209
78.9,152.3,0.979,60.8,37.1,165,2024-03-28 19:00:00,Delhi,28.6139,77.209
70.5,137.4,1.067,67.1,36.2,154,2024-03-28 20:00:00,Delhi,28.6139,77.209
59.5,126.7,0.949,58.9,32.3,139,2024-03-28 21:00:00,Delhi,28.6139,77.209
49.4,117.1,0.727,43.5,26.8,138,2024-03-28 22:00:00,Delhi,28.6139,77.209
43.4,103.8,0.559,31.9,22.3,137,2024-03-28 23:00:00,Delhi,28.6139,77.209
41.0,97.6,0.518,29.4,19.8,135,2024-03-29 00:00:00,Delhi,28.6139,77.209
41.6,101.5,0.531,30.8,18.3,134,2024-03-29 01:00:00,Delhi,28.6139,77.209
43.0,105.0,0.534,31.1,16.9,133,2024-03-29 02:00:00,Delhi,28.6139,77.209
45.4,113.2,0.488,27.7,15.0,133,2024-03-29 03:00:00,Delhi,28.6139,77.209
50.2,125.3,0.431,23.2,13.2,133,2024-03-29 04:00:00,Delhi,28.6139,77.209
60.8,172.8,0.461,23.8,13.7,134,2024-03-29 05:00:00,Delhi,28.6139,77.209
64.0,178.8,0.577,27.3,15.2,136,2024-03-29 06:00:00,Delhi,28.6139,77.209
70.3,184.9,0.732,32.0,17.5,138,2024-03-29 07:00:00,Delhi,28.6139,77.209
74.0,177.4,0.809,33.8,21.7,140,2024-03-29 08:00:00,Delhi,28.6139,77.209
70.5,162.1,0.733,30.4,29.6,143,2024-03-29 09:00:00,Delhi,28.6139,77.209
65.7,148.1,0.58,24.2,39.3,146,2024-03-29 10:00:00,Delhi,28.6139,77.209
58.7,141.1,0.457,18.7,45.8,148,2024-03-29 11:00:00,Delhi,28.6139,77.209
58.7,146.7,0.404,14.2,46.6,149,2024-03-29 12:00:00,Delhi,28.6139,77.209
57.7,149.0,0.381,10.3,44.1,150,2024-03-29 13:00:00,Delhi,28.6139,77.209
54.1,141.6,0.38,9.4,40.9,150,2024-03-29 14:00:00,Delhi,28.6139,77.209
50.2,129.9,0.396,12.9,37.0,151,2024-03-29 15:00:00,Delhi,28.6139,77.209
46.9,118.7,0.434,19.4,32.4,154,2024-03-29 16:00:00,Delhi,28.6139,77.209
47.6,116.6,0.624,39.9,23.9,177,2024-03-29 17:00:00,Delhi,28.6139,77.209
57.4,127.6,0.788,51.8,27.8,182,2024-03-29 18:00:00,Delhi,28.6139,77.209
62.4,130.9,1.008,67.8,33.0,175,2024-03-29 19:00:00,Delhi,28.6139,77.209
64.5,126.2,1.133,76.1,35.7,156,2024-03-29 20:00:00,Delhi,28.6139,77.209
63.3,128.5,1.077,69.7,33.7,150,2024-03-29 21:00:00,Delhi,28.6139,77.209
61.9,148.1,0.927,55.7,29.2,150,2024-03-29 22:00:00,Delhi,28.6139,77.209
61.5,164.8,0.786,43.1,25.2,150,2024-03-29 23:00:00,Delhi,28.6139,77.209
60.5,168.6,0.695,35.3,22.8,151,2024-03-30 00:00:00,Delhi,28.6139,77.209
60.1,171.4,0.613,29.0,20.8,151,2024-03-30 01:00:00,Delhi,28.6139,77.209
57.6,169.0,0.528,23.1,18.7,152,2024-03-30 02:00:00,Delhi,28.6139,77.209
48.9,188.6,0.418,16.6,16.0,152,2024-03-30 03:00:00,Delhi,28.6139,77.209
35.5,110.8,0.305,10.4,13.1,152,2024-03-30 04:00:00,Delhi,28.6139,77.209
61.0,195.6,0.435,18.9,17.4,152,2024-03-30 05:00:00,Delhi,28.6139,77.209
55.6,151.8,0.511,22.4,17.9,152,2024-03-30 06:00:00,Delhi,28.6139,77.209
54.5,127.6,0.613,26.9,18.9,152,2024-03-30 07:00:00,Delhi,28.6139,77.209
54.8,128.5,0.665,28.6,20.8,151,2024-03-30 08:00:00,Delhi,28.6139,77.209
55.3,143.4,0.622,25.0,25.4,151,2024-03-30 09:00:00,Delhi,28.6139,77.209
55.9,156.9,0.53,18.5,31.0,150,2024-03-30 10:00:00,Delhi,28.6139,77.209
57.7,163.9,0.448,13.0,33.3,150,2024-03-30 11:00:00,Delhi,28.6139,77.209
57.5,165.8,0.391,9.2,29.2,150,2024-03-30 12:00:00,Delhi,28.6139,77.209
52.7,152.7,0.344,6.4,21.8,150,2024-03-30 13:00:00,Delhi,28.6139,77.209
40.9,131.8,0.32,5.8,15.9,150,2024-03-30 14:00:00,Delhi,28.6139,77.209
34.2,120.6,0.318,7.9,13.0,149,2024-03-30 15:00:00,Delhi,28.6139,77.209
30.7,113.9,0.339,12.3,11.6,148,2024-03-30 16:00:00,Delhi,28.6139,77.209
37.5,93.8,0.515,28.3,17.3,151,2024-03-30 17:00:00,Delhi,28.6139,77.209
40.7,97.6,0.525,29.2,18.7,154,2024-03-30 18:00:00,Delhi,28.6139,77.209
39.9,96.2,0.542,30.7,20.6,147,2024-03-30 19:00:00,Delhi,28.6139,77.209
39.5,90.1,0.57,32.8,22.3,141,2024-03-30 20:00:00,Delhi,28.6139,77.209
40.3,84.1,0.62,36.2,23.6,138,2024-03-30 21:00:00,Delhi,28.6139,77.209
42.0,83.1,0.681,40.2,24.6,136,2024-03-30 22:00:00,Delhi,28.6139,77.209
43.9,84.1,0.73,43.5,25.3,134,2024-03-30 23:00:00,Delhi,28.6139,77.209
44.4,83.8,0.754,45.5,25.2,132,2024-03-31 00:00:00,Delhi,28.6139,77.209
45.5,88.9,0.765,46.8,24.7,130,2024-03-31 01:00:00,Delhi,28.6139,77.209
47.4,95.0,0.777,47.6,24.8,129,2024-03-31 02:00:00,Delhi,28.6139,77.209
50.6,102.0,0.794,48.6,26.2,128,2024-03-31 03:00:00,Delhi,28.6139,77.209
53.0,106.2,0.811,49.1,28.2,128,2024-03-31 04:00:00,Delhi,28.6139,77.209
46.0,90.1,0.677,36.2,23.0,130,2024-03-31 05:00:00,Delhi,28.6139,77.209
51.0,138.3,0.643,31.0,20.5,128,2024-03-31 06:00:00,Delhi,28.6139,77.209
66.4,210.0,0.592,23.8,17.0,127,2024-03-31 07:00:00,Delhi,28.6139,77.209
60.8,208.6,0.532,17.5,14.7,129,2024-03-31 08:00:00,Delhi,28.6139,77.209
45.5,122.5,0.454,13.2,15.0,129,2024-03-31 09:00:00,Delhi,28.6139,77.209
33.5,72.4,0.367,9.8,16.4,128,2024-03-31 10:00:00,Delhi,28.6139,77.209
29.9,63.3,0.298,7.2,17.0,126,2024-03-31 11:00:00,Delhi,28.6139,77.209
28.6,65.7,0.258,5.1,15.4,123,2024-03-31 12:00:00,Delhi,28.6139,77.209
26.5,76.4,0.235,3.9,12.9,120,2024-03-31 13:00:00,Delhi,28.6139,77.209
22.2,82.2,0.229,4.0,11.2,117,2024-03-31 14:00:00,Delhi,28.6139,77.209
21.5,89.2,0.236,5.6,10.9,115,2024-03-31 15:00:00,Delhi,28.6139,77.209
22.3,96.2,0.258,8.6,11.3,114,2024-03-31 16:00:00,Delhi,28.6139,77.209
27.4,131.8,0.292,13.2,10.0,113,2024-03-31 17:00:00,Delhi,28.6139,77.209
33.4,127.6,0.363,19.8,11.7,112,2024-03-31 18:00:00,Delhi,28.6139,77.209
39.5,143.0,0.459,28.8,13.9,111,2024-03-31 19:00:00,Delhi,28.6139,77.209
43.4,162.5,0.513,33.7,15.2,111,2024-03-31 20:00:00,Delhi,28.6139,77.209
