date,pm25,pm10,co,no2,so2,latitude,longitude,AQI_reference,AQI
2024-01,123.052688172043,180.42809139784944,1.7486236559139785,51.30456989247312,54.06344086021505,28.613899999999997,77.209,186.63306451612902,278.29692164420413
2024-02,59.375,96.65143678160919,0.8553146551724138,29.89784482758621,28.569540229885057,28.613900000000005,77.209,140.54885057471265,114.86420405424457
2024-03,49.10537634408602,114.32137096774194,0.6779206989247312,29.686290322580643,23.70994623655914,28.613899999999997,77.209,131.96908602150538,109.82233173573421
