season,AQI,pm25,pm10,no2,so2,co
Winter,199.30444147572368,92.27513888888889,139.93604166666668,40.95798611111111,41.741388888888885,1.3168576388888888
Summer,109.82233173573421,49.10537634408602,114.32137096774194,29.686290322580643,23.70994623655914,0.6779206989247312
